numero_registro;denominacion;plazas_autorizadas_numero;plazas_descripcion;tipologia;subtipo;sector;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_coor_x;direccion_coor_y;direccion_codigo_postal;contacto_telefono;entidad_denominacion;entidad_cif;entidad_naturaleza
C3208;ILUNION SOCIOSANITARIO PARLA, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;106;Parla;CALLE;00044;Felipe II;23;435179;4453625;28980;916644209;ILUNION SOCIOSANITARIO S.A.;A82438995;PRIVADA CON ÁNIMO DE LUCRO
C3209;ILUNION SOCIOSANITARIO PARLA PARLA, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;106;Parla;CALLE;00044;Felipe II;23;435179;4453625;28980;91 664 42 09;ILUNION SOCIOSANITARIO S.A.;A82438995;PRIVADA CON ÁNIMO DE LUCRO
C3213;AMAVIR VALLECAS, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;00708;de Baltasar Santos;2;444080;4472615;28038;913287070;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3214;AMAVIR VALLECAS, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;00708;de Baltasar Santos;2;444080;4472615;28038;913287070;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3217;CASA FAMILIAR TRINIDAD GIL;21;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con enfermedad mental crónica;090;Moralzarzal;CALLE;A0234;de Teruel;3;417554;4502614;28411;918427679;CASA DE SAN FRANCISCO DE ASIS INSTITUTO FRANCISCO DE CRUZ BLANCA;R7900073C;PRIVADA SIN ÁNIMO DE LUCRO
C3231;CENTRO DE DIA MUNICIPAL DE MEJORADA DEL CAMPO;26;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;084;Mejorada del Campo;CALLE;00449;de la Ciudad de Berlín;1;459066;4472044;28840;916794082;AYUNTAMIENTO DE MEJORADA DEL CAMPO;P2808400B;PÚBLICA
C3235;AMAVIR VALDEBERNARDO, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;45422;de Ladera de los Almendros;44;446875;4471968;28032;91 301 66 60;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3236;AMAVIR VALDEBERNARDO, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;45422;de Ladera de los Almendros;44;446875;4471968;28032;91 301 66 60;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3237;SAGRADO CORAZON, RESIDENCIA DE PERSONAS MAYORES;59;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;09930;de Mérida;27;446264;4473154;28030;91 301 66 09;FUNDACION ASCE (ANTIGUAS ALUMNAS DEL SAGRADO CORAZON DE ESPAÑA);G28451805;PRIVADA SIN ÁNIMO DE LUCRO
C3242;CENTRO RESIDENCIAL SANITAS EL ESCORIAL;169;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;054;Escorial, El;CALLE;00969;Nueve;9;410936;4495335;28292;918533533;SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO
C3244;CENTRO DE DIA JAVIER;63;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;01929;de Emilia;37;440938;4480265;28029;91 733 54 44;ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO
C3246;CENTRO OCUPACIONAL PONCE DE LEÓN;75;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;CALLE;06399;de Eduardo Barreiros;6;440881;4469273;28041;91 317 84 41;ASOCIACION DE GESTION DOCENTE Y CULTURAL;G80180953;PRIVADA SIN ÁNIMO DE LUCRO
C3249;CENTRO DE DIA PARA MAYORES SANIVIDA PUENTE DE VALLECAS;135;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;05806;de Sierra de Filabres;69;443764;4472047;28038;913287599;SANIVIDA, S.L.;B83649632;PRIVADA CON ÁNIMO DE LUCRO
C3255;"CENTRO  DE ESTANCIAS DIURNAS MUNICIPAL  ""RAMON RUBIAL""";20;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;058;Fuenlabrada;CALLE;A0288;Majadahonda;5;432307;4459982;28945;91 685 65 78;AYUNTAMIENTO DE FUENLABRADA;P2805800F;PÚBLICA
C3275;ALCORCON, CENTRO DE REHABILITACION PSICOSOCIAL;60;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;007;Alcorcón;AVDA;02408;de Lisboa;1;430301;4467287;28922;91 621 12 84;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C3276;ALCORCON, CENTRO DE REHABILITACION LABORAL;40;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;007;Alcorcón;AVDA;02408;de Lisboa;2;430156;4467096;28922;91 621 12 84;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C3277;FUENLABRADA CENTRO DE REHABILITACION LABORAL;50;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;058;Fuenlabrada;CALLE;A0259;de Leganés;59;432809;4460731;28945;916065685;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C3278;FUENLABRADA CENTRO DE DIA DE SOPORTE SOCIAL;30;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con enfermedad mental crónica;058;Fuenlabrada;CALLE;A0259;de Leganés;59;432809;4460731;28945;916065685;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C3286;ORPEA COLLADO VILLALBA, RESIDENCIA DE PERSONAS MAYORES;181;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;047;Collado Villalba;CTRA;A0215;Moralzarzal;8;415701;4499167;28400;918497860;SANYRES SUR, S.L.;B14601413;PRIVADA CON ÁNIMO DE LUCRO
C3287;PISO SUPERVISADO LAGASCA;8;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;079;Madrid;CALLE;03358;de Lagasca;121;441951;4476421;28006;914117863/616726648;AISS, ASOCIACIÓN DE INICIATIVAS SOCIALES PARA ENFERMOS MENTALES Y OTROS COLECTIVOS;G82655374;PRIVADA SIN ÁNIMO DE LUCRO
C3289;AMAVIR CENICIENTOS, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);82;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;037;Cenicientos;CALLE;00245;de San Sebastián;13;375685;4457598;28650;918600900;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3290;AMAVIR CENICIENTOS, CENTRO DE DIA (PLAN VELOCIDAD);20;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;037;Cenicientos;CALLE;00245;de San Sebastián;13;375685;4457598;28650;918600900;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3291;CENTRO DE MAYORES MONTE ALTO;230;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;154;Torres de la Alameda;CALLE;A0164;del Viento;17;469258;4472661;28813;648697002/918868259;AYUNTAMIENTO DE TORRES DE LA ALAMEDA;P2815400C;PÚBLICA
C3293;LOS BALCONES, RESIDENCIA DE PERSONAS MAYORES;128;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;074;Leganés;CALLE;A0503;del Trigo;14;433748;4464418;28914;914987507;TOSANDE, S. COOP. MAD.;F84667161;PRIVADA SIN ÁNIMO DE LUCRO
C3294;RESIDENCIA SAN JUAN BAUTISTA;30;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con enfermedad mental crónica;079;Madrid;CALLE;04273;de Navarro Amandi;2;444009;4479062;28043;914135011;HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL;R2800745H;PRIVADA SIN ÁNIMO DE LUCRO
C3295;ORPEA MADRID VALDEMARIN, RESIDENCIA DE PERSONAS MAYORES;200;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;09826;de Blanca de Castilla;8;433598;4479690;28023;917400566;ECOPLAR, S.A.;A80163611;PRIVADA CON ÁNIMO DE LUCRO
C3305;CENTRO DE DIA  DE SOPORTE SOCIAL GRUPO 5 COLLADO VILLALBA;30;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con enfermedad mental crónica;047;Collado Villalba;CALLE;A0062;Cercedilla;4;414682;4498545;28400;91 849 82 37/38;GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.;A78867371;PRIVADA CON ÁNIMO DE LUCRO
C3309;CENTRO OCUPACIONAL ASPADIR;120;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;123;Rivas-Vaciamadrid;AVDA;A0043;de la Integración;1;453839;4467990;28529;916668156;ASOCIACION DE PADRES Y AMIGOS DE NIÑOS DISCAPACITADOS DE RIVAS-VACIAMADRID -ASPADIR-;G80239718;PRIVADA SIN ÁNIMO DE LUCRO
C3311;MONTEHERMOSO - CERCEDILLA, CENTRO DE DIA;31;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;038;Cercedilla;CTRA;00513;de Camorritos;S/N;;;28479;;MONTE HERMOSO, S.A.;A28210771;PRIVADA CON ÁNIMO DE LUCRO
C3314;DOCTOR ESPINA, CENTRO DE DIA;31;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;01735;del Doctor Espina;16;438224;4471267;28019;914724539;RAGA SERVICIOS ASISTENCIALES, S.L.;B84319953;PRIVADA CON ÁNIMO DE LUCRO
C3315;CASA FAMILIAR  SAN FRANCISCO DE ASIS HERMANOS FRANCISCANOS DE CRUZ BLANCA;92;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;152;Torrelodones;CALLE;00656;Jazmines;11;423613;4492484;28250;918429461/63;CASA DE SAN FRANCISCO DE ASIS INSTITUTO FRANCISCO DE CRUZ BLANCA;R7900073C;PRIVADA SIN ÁNIMO DE LUCRO
C3318;VITALIA PARLA, RESIDENCIA DE PERSONAS MAYORES;165;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;106;Parla;CALLE;00045;Fernando III El Santo;17;434679;4453849;28980;912830190;VITALIA HOME SL;B99438806;PRIVADA CON ÁNIMO DE LUCRO
C3320;CENTRO DE DIA MUNICIPAL ALZHEIMER ALCOBENDAS;35;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;006;Alcobendas;CALLE;A0232;de Pablo Picasso;38;446124;4488072;28100;912414103 / 912414626;PATRONATO DE BIENESTAR SOCIAL;G80472988;PÚBLICA
C3321;SAN JUAN DE DIOS, RESIDENCIA DE PERSONAS MAYORES;49;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;02770;de Herreros de Tejada;3;442205;4478318;28016;91 344 00 20;ORDEN HOSPITALARIA DE SAN JUAN DE DIOS - COMUNIDAD SAN RICARDO PAMPURI;R2801289F;PRIVADA SIN ÁNIMO DE LUCRO
C3322;ORPEA SANTO DOMINGO, RESIDENCIA DE PERSONAS MAYORES;157;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;009;Algete;AVDA;00044;del Guadalix;1;450975;4496968;28120;916220232;RESIDENCIAL SENIOR 2000 S.L.U.;B82572413;PRIVADA CON ÁNIMO DE LUCRO
C3323;DOMUSVI QUIJORNA , RESIDENCIAS DE PERSONAS MAYORES;110;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;119;Quijorna;CALLE;00180;Camino de la Charneca;25;410400;4476383;28693;918168872 / 918168936;GERIATRICOS DEL PRINCIPADO S.A;A33923533;PRIVADA CON ÁNIMO DE LUCRO
C3324;ORPEA SAN FERNANDO, RESIDENCIA PARA PERSONAS MAYORES;140;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;130;San Fernando de Henares;CALLE;00087;Vergara;13;454991;4474540;28830;914 850 282;EXPLOTACIÓN DE RESIDENCIA DEL REAL SITIO DE SAN FERNANDO, S.L.;B83179788;PRIVADA CON ÁNIMO DE LUCRO
C3325;PAUTA, CENTRO DE DIA;75;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;079;Madrid;CALLE;07062;de Pobladura del Valle;13;447547;4475325;28037;913135289;ASOCIACIÓN PAUTA (PSICOPEDAGOGÍA PARA AUTISMO Y TRASTORNOS ASOCIADOS);G80714520;PRIVADA SIN ÁNIMO DE LUCRO
C3332;ORPEA SAN FERNANDO, CENTRO DE DIA;40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;130;San Fernando de Henares;CALLE;00087;Vergara;13;454991;4474540;28830;914850282;EXPLOTACIÓN DE RESIDENCIA DEL REAL SITIO DE SAN FERNANDO, S.L.;B83179788;PRIVADA CON ÁNIMO DE LUCRO
C3335;DOMUSVI LEGANES, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;074;Leganés;CALLE;C0025;César García Contonente;6;433304;4463689;28914;91 648 42 53;GERIATROS, S.A.;A36780245;PRIVADA CON ÁNIMO DE LUCRO
C3339;CENTRO DE DIA GRUPO EXTER;40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con enfermedad mental crónica;005;Alcalá de Henares;CALLE;A0632;Río Tajuña;1;469309;4479970;28803;91 882 22 34;GRUPO DE EXPERTOS EN TERAPIA Y REHABILITACIÓN, S.A.;A78629755;PRIVADA CON ÁNIMO DE LUCRO
C3340;MONTSERRAT CABALLE, RESIDENCIA DE PERSONAS MAYORES;136;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;45678;de Bahia de Santa Pola;2;449934;4479682;28042;;ASOCIACION EDAD DORADA MENSAJEROS DE LA PAZ;G81594962;PRIVADA SIN ÁNIMO DE LUCRO
C3341;CENTRO DE DIA MONTSERRAT CABALLE;45;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;45678;de Bahia de Santa Pola;2;449934;4479682;28042;;ASOCIACION EDAD DORADA MENSAJEROS DE LA PAZ;G81594962;PRIVADA SIN ÁNIMO DE LUCRO
C3342;CENTRO DE DIA VALLELUZ;57;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;05101;de Ramón Luján;78;440221;4470587;28026;917923205 / 625344425;VALLELUZ RESIDENCIA DE DÍA, S.L.;B84713874;PRIVADA CON ÁNIMO DE LUCRO
C3346;CENTRO DE DIA PARA MAYORES GERIACEN;39;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;10533;de la Virgen de Aránzazu;1;441535;4481833;28034;;GERIACEN MEDICAL, S.L.;B84506864;PRIVADA CON ÁNIMO DE LUCRO
C3348;FUNDACIÓN TOMILLO 2, PISO TUTELADO;7;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Adolescencia;058;Fuenlabrada;CALLE;A0506;de Venezuela;5;433439;4460040;28945;91 492 12 88;FUNDACION TOMILLO;G28979136;PRIVADA SIN ÁNIMO DE LUCRO
C3350;DOMUSVI LEGANES, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;074;Leganés;CALLE;C0025;César García Contonente;6;433304;4463689;28914;91 648 42 53;GERIATROS, S.A.;A36780245;PRIVADA CON ÁNIMO DE LUCRO
C3355;VALLE DE LA OLIVA, CENTRO DE DIA;30;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;080;Majadahonda;CALLE;00125;Manuel de Falla;35;426349;4478055;28220;916799963;ALBERTIA SERVICIOS SOCIOSANITARIOS SLU- FUNDACION RAMON REY ARDID, UTE III;U87023271;PRIVADA CON ÁNIMO DE LUCRO
C3356;CENTRO DE ATENCION A LA DEPENDENCIA SERGESA BOADILLA, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;022;Boadilla del Monte;CALLE;00560;de Severo Ochoa;8;424141;4473328;28660;914952868;SERGESA BOADILLA, S.A.;A83226084;PRIVADA CON ÁNIMO DE LUCRO
C3358;CENTRO DE DIA DE ATENCION A LA DEPENDENCIA SERGESA BOADILLA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;022;Boadilla del Monte;CALLE;00560;de Severo Ochoa;8;424141;4473328;28660;91 495 28 60;SERGESA BOADILLA, S.A.;A83226084;PRIVADA CON ÁNIMO DE LUCRO
C3359;ASTOR LOS JUNCALES, CENTRO DE ATENCION TEMPRANA;49;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;148;Torrejón de Ardoz;CALLE;00028;Brasil;32;460955;4479426;28850;91 676 62 83;ASTOR - ASOCIACIÓN DE PADRES CON HIJOS CON DISCAPACIDAD INTELECTUAL DE TORREJON DE ARDOZ;G28577328;PRIVADA SIN ÁNIMO DE LUCRO
C3363;CENTRO DE PISOS TUTELADOS PARA PERSONAS MAYORES DE BUITRAGO DE LOZOYA;50;Plazas totales;CENTROS RESIDENCIALES;CENTROS RESIDENCIALES: OTROS;Personas mayores;027;Buitrago del Lozoya;CALLE;A0024;Cotos;2;446666;4537485;28730;918682071/918681005;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C3365;CASABLANCA RIVAS, RESIDENCIA DE PERSONAS MAYORES;108;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;123;Rivas-Vaciamadrid;CALLE;00789;Goya;21;455603;4465506;28521;914997738;CENTRO DE MAYORES RIVAS S. L.;B86794278;PRIVADA CON ÁNIMO DE LUCRO
C3366;CENTRO DE DIA ROSALBA;50;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;141;Sevilla la Nueva;CALLE;C0001;Tórtola;1;412557;4466464;28609;;ROSALBA GESTIÓN SA;A84847524;PRIVADA CON ÁNIMO DE LUCRO
C3367;FUNDACION TOMILLO I, PISO TUTELADO;7;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Adolescencia;079;Madrid;PSAJE;09857;del Lucero;1;436557;4472736;28047;916 957 583;FUNDACION TOMILLO;G28979136;PRIVADA SIN ÁNIMO DE LUCRO
C3368;ROSALBA, RESIDENCIA DE PERSONAS MAYORES;210;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;141;Sevilla la Nueva;CALLE;C0001;Tórtola;1;412557;4466464;28609;918128852 / 918129189;ROSALBA GESTIÓN SA;A84847524;PRIVADA CON ÁNIMO DE LUCRO
C3369;DOMUSVI TRES CANTOS, RESIDENCIA DE PERSONAS MAYORES;99;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;903;Tres Cantos;RONDA;00248;de Poniente;1;439396;4494597;28760;918065051;SAR RESIDENCIAL Y ASISTENCIAL, S.A.U.;A79059085;PRIVADA CON ÁNIMO DE LUCRO
C3371;CENTRO DE DIA PARA  MAYORES SANIVIDA CHAMBERI;140;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;04496;de Palafox;17;440505;4475885;28010;915938355;SANIVIDA, S.L.;B83649632;PRIVADA CON ÁNIMO DE LUCRO
C3373;"CASA ""MIGUEL FERRER""";15;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Presos y ex reclusos;079;Madrid;CALLE;02524;del General Ricardos;144;438080;4471316;28019;91 4728485;FUNDACIÓN PROLIBERTAS;G92251644;PRIVADA SIN ÁNIMO DE LUCRO
C3376;AMAVIR COSLADA, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;049;Coslada;AVDA;A0182;de Manuel Azaña;1;453052;4474557;28820;91 673 30 65;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3380;AMAVIR COSLADA, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;049;Coslada;AVDA;A0182;de Manuel Azaña;1;453052;4474557;28820;91 673 30 65;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3387;CENTRO DE DIA PSICOGERIATRICO LAGUNA DE LA FUNDACION VIANORTE;75;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;45328;del Concejal Francisco José Jiménez Martín;128;436624;4472494;28047;915263137 / 656 948 262;FUNDACIÓN VIANORTE-LAGUNA;G84554302;PRIVADA SIN ÁNIMO DE LUCRO
C3392;PISO SUPERVISADO I DE LA RESIDENCIA DE PEDREZUELA;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;108;Pedrezuela;PASEO;00112;de la Ermita;20;449331;4510492;28723;91 843 34 16;ASOCIACION DE FAMILIARES DE ADULTOS CON PROBLEMAS DE PERSONALIDAD (AFAP);G81295768;PRIVADA SIN ÁNIMO DE LUCRO
C3393;PISO SUPERVISADO II DE LA RESIDENCIA DE PEDREZUELA;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;108;Pedrezuela;PASEO;00112;de la Ermita;18;449316;4510483;28723;91 843 34 16;ASOCIACION DE FAMILIARES DE ADULTOS CON PROBLEMAS DE PERSONALIDAD (AFAP);G81295768;PRIVADA SIN ÁNIMO DE LUCRO
C3398;AMAVIR ALCALA DE HENARES, RESIDENCIA DE PERSONAS MAYORES (PLAN VELOCIDAD);180;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;005;Alcalá de Henares;CALLE;04560;Octavio Paz;13;468330;4483273;28806;918879876;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3399;AMAVIR ALCALA DE HENARES, CENTRO DE DIA (PLAN VELOCIDAD);40;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;005;Alcalá de Henares;CALLE;04560;Octavio Paz;13;468330;4483273;28806;918879876;PLANIGER, S.A.;A83151977;PRIVADA CON ÁNIMO DE LUCRO
C3403;APSA, CENTRO  DE REHABILITACION Y TRATAMIENTOS;45;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE RECUPERACIÓN;Personas con discapacidad intelectual;014;Arganda del Rey;CALLE;C0002;Cóndor;9;461550;4462605;28500;;A.P.S.A. ASOCIACION PRO PERSONAS CON DEFICIENCIA MENTAL DE ARGANDA;G28564706;PRIVADA SIN ÁNIMO DE LUCRO
C3404;APSA, CENTRO DE DIA;60;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;014;Arganda del Rey;CALLE;C0002;Cóndor;9;461550;4462605;28500;;A.P.S.A. ASOCIACION PRO PERSONAS CON DEFICIENCIA MENTAL DE ARGANDA;G28564706;PRIVADA SIN ÁNIMO DE LUCRO
C3405;APSA, CENTRO DE ATENCION TEMPRANA;90;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;014;Arganda del Rey;CALLE;C0002;Cóndor;9;461550;4462605;28500;918711190;A.P.S.A. ASOCIACION PRO PERSONAS CON DEFICIENCIA MENTAL DE ARGANDA;G28564706;PRIVADA SIN ÁNIMO DE LUCRO
C3406;PISOS DE RIVAS 1C;8;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Adolescencia;123;Rivas-Vaciamadrid;AVDA;00720;de José Hierro;34;454396;4467008;28522;650844691;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
